Symptom,Body_System
worsening sharp prosopagnosia left-sided,General
worsening pins and needles prosopagnosia left-sided,General
worsening pressure-like prosopagnosia left-sided,General
worsening cramping prosopagnosia left-sided,General
worsening squeezing prosopagnosia left-sided,General
worsening throbbing prosopagnosia left-sided,General
worsening electric prosopagnosia left-sided,General
worsening aching prosopagnosia left-sided,General
worsening stabbing prosopagnosia epigastric,General
worsening dull prosopagnosia epigastric,General
worsening burning prosopagnosia epigastric,General
worsening sharp prosopagnosia epigastric,General
worsening pins and needles prosopagnosia epigastric,General
worsening pressure-like prosopagnosia epigastric,General
worsening cramping prosopagnosia epigastric,General
worsening squeezing prosopagnosia epigastric,General
worsening throbbing prosopagnosia epigastric,General
worsening electric prosopagnosia epigastric,General
worsening aching prosopagnosia epigastric,General
worsening stabbing prosopagnosia localized to scalp,General
worsening dull prosopagnosia localized to scalp,General
worsening burning prosopagnosia localized to scalp,General
worsening sharp prosopagnosia localized to scalp,General
worsening pins and needles prosopagnosia localized to scalp,General
worsening pressure-like prosopagnosia localized to scalp,General
worsening cramping prosopagnosia localized to scalp,General
worsening squeezing prosopagnosia localized to scalp,General
worsening throbbing prosopagnosia localized to scalp,General
worsening electric prosopagnosia localized to scalp,General
worsening aching prosopagnosia localized to scalp,General
worsening stabbing prosopagnosia retro-orbital,General
worsening dull prosopagnosia retro-orbital,General
worsening burning prosopagnosia retro-orbital,General
worsening sharp prosopagnosia retro-orbital,General
worsening pins and needles prosopagnosia retro-orbital,General
worsening pressure-like prosopagnosia retro-orbital,General
worsening cramping prosopagnosia retro-orbital,General
worsening squeezing prosopagnosia retro-orbital,General
worsening throbbing prosopagnosia retro-orbital,General
worsening electric prosopagnosia retro-orbital,General
worsening aching prosopagnosia retro-orbital,General
constant stabbing prosopagnosia diffuse,General
constant dull prosopagnosia diffuse,General
constant burning prosopagnosia diffuse,General
constant sharp prosopagnosia diffuse,General
constant pins and needles prosopagnosia diffuse,General
constant pressure-like prosopagnosia diffuse,General
constant cramping prosopagnosia diffuse,General
constant squeezing prosopagnosia diffuse,General
constant throbbing prosopagnosia diffuse,General
constant electric prosopagnosia diffuse,General
constant aching prosopagnosia diffuse,General
constant stabbing prosopagnosia periumbilical,General
constant dull prosopagnosia periumbilical,General
constant burning prosopagnosia periumbilical,General
constant sharp prosopagnosia periumbilical,General
constant pins and needles prosopagnosia periumbilical,General
constant pressure-like prosopagnosia periumbilical,General
constant cramping prosopagnosia periumbilical,General
constant squeezing prosopagnosia periumbilical,General
constant throbbing prosopagnosia periumbilical,General
constant electric prosopagnosia periumbilical,General
constant aching prosopagnosia periumbilical,General
constant stabbing prosopagnosia periorbital,General
constant dull prosopagnosia periorbital,General
constant burning prosopagnosia periorbital,General
constant sharp prosopagnosia periorbital,General
constant pins and needles prosopagnosia periorbital,General
constant pressure-like prosopagnosia periorbital,General
constant cramping prosopagnosia periorbital,General
constant squeezing prosopagnosia periorbital,General
constant throbbing prosopagnosia periorbital,General
constant electric prosopagnosia periorbital,General
constant aching prosopagnosia periorbital,General
constant stabbing prosopagnosia supraclavicular,General
constant dull prosopagnosia supraclavicular,General
constant burning prosopagnosia supraclavicular,General
constant sharp prosopagnosia supraclavicular,General
constant pins and needles prosopagnosia supraclavicular,General
constant pressure-like prosopagnosia supraclavicular,General
constant cramping prosopagnosia supraclavicular,General
constant squeezing prosopagnosia supraclavicular,General
constant throbbing prosopagnosia supraclavicular,General
constant electric prosopagnosia supraclavicular,General
constant aching prosopagnosia supraclavicular,General
constant stabbing prosopagnosia suprapubic,General
constant dull prosopagnosia suprapubic,General
constant burning prosopagnosia suprapubic,General
constant sharp prosopagnosia suprapubic,General
constant pins and needles prosopagnosia suprapubic,General
constant pressure-like prosopagnosia suprapubic,General
constant cramping prosopagnosia suprapubic,General
constant squeezing prosopagnosia suprapubic,General
constant throbbing prosopagnosia suprapubic,General
constant electric prosopagnosia suprapubic,General
constant aching prosopagnosia suprapubic,General
constant stabbing prosopagnosia bilateral,General
constant dull prosopagnosia bilateral,General
constant burning prosopagnosia bilateral,General
constant sharp prosopagnosia bilateral,General
constant pins and needles prosopagnosia bilateral,General
constant pressure-like prosopagnosia bilateral,General
constant cramping prosopagnosia bilateral,General
constant squeezing prosopagnosia bilateral,General
constant throbbing prosopagnosia bilateral,General
constant electric prosopagnosia bilateral,General
constant aching prosopagnosia bilateral,General
constant stabbing prosopagnosia right-sided,General
constant dull prosopagnosia right-sided,General
constant burning prosopagnosia right-sided,General
constant sharp prosopagnosia right-sided,General
constant pins and needles prosopagnosia right-sided,General
constant pressure-like prosopagnosia right-sided,General
constant cramping prosopagnosia right-sided,General
constant squeezing prosopagnosia right-sided,General
constant throbbing prosopagnosia right-sided,General
constant electric prosopagnosia right-sided,General
constant aching prosopagnosia right-sided,General
constant stabbing prosopagnosia localized to toes,General
constant dull prosopagnosia localized to toes,General
constant burning prosopagnosia localized to toes,General
constant sharp prosopagnosia localized to toes,General
constant pins and needles prosopagnosia localized to toes,General
constant pressure-like prosopagnosia localized to toes,General
constant cramping prosopagnosia localized to toes,General
constant squeezing prosopagnosia localized to toes,General
constant throbbing prosopagnosia localized to toes,General
constant electric prosopagnosia localized to toes,General
constant aching prosopagnosia localized to toes,General
constant stabbing prosopagnosia localized to fingers,General
constant dull prosopagnosia localized to fingers,General
constant burning prosopagnosia localized to fingers,General
constant sharp prosopagnosia localized to fingers,General
constant pins and needles prosopagnosia localized to fingers,General
constant pressure-like prosopagnosia localized to fingers,General
constant cramping prosopagnosia localized to fingers,General
constant squeezing prosopagnosia localized to fingers,General
constant throbbing prosopagnosia localized to fingers,General
constant electric prosopagnosia localized to fingers,General
constant aching prosopagnosia localized to fingers,General
constant stabbing prosopagnosia inguinal,General
constant dull prosopagnosia inguinal,General
constant burning prosopagnosia inguinal,General
constant sharp prosopagnosia inguinal,General
constant pins and needles prosopagnosia inguinal,General
constant pressure-like prosopagnosia inguinal,General
constant cramping prosopagnosia inguinal,General
constant squeezing prosopagnosia inguinal,General
constant throbbing prosopagnosia inguinal,General
constant electric prosopagnosia inguinal,General
constant aching prosopagnosia inguinal,General
constant stabbing prosopagnosia submandibular,General
constant dull prosopagnosia submandibular,General
constant burning prosopagnosia submandibular,General
constant sharp prosopagnosia submandibular,General
constant pins and needles prosopagnosia submandibular,General
constant pressure-like prosopagnosia submandibular,General
constant cramping prosopagnosia submandibular,General
constant squeezing prosopagnosia submandibular,General
constant throbbing prosopagnosia submandibular,General
constant electric prosopagnosia submandibular,General
constant aching prosopagnosia submandibular,General
constant stabbing prosopagnosia left-sided,General
constant dull prosopagnosia left-sided,General
constant burning prosopagnosia left-sided,General
constant sharp prosopagnosia left-sided,General
constant pins and needles prosopagnosia left-sided,General
constant pressure-like prosopagnosia left-sided,General
constant cramping prosopagnosia left-sided,General
constant squeezing prosopagnosia left-sided,General
constant throbbing prosopagnosia left-sided,General
constant electric prosopagnosia left-sided,General
constant aching prosopagnosia left-sided,General
constant stabbing prosopagnosia epigastric,General
constant dull prosopagnosia epigastric,General
constant burning prosopagnosia epigastric,General
constant sharp prosopagnosia epigastric,General
constant pins and needles prosopagnosia epigastric,General
constant pressure-like prosopagnosia epigastric,General
constant cramping prosopagnosia epigastric,General
constant squeezing prosopagnosia epigastric,General
constant throbbing prosopagnosia epigastric,General
constant electric prosopagnosia epigastric,General
constant aching prosopagnosia epigastric,General
constant stabbing prosopagnosia localized to scalp,General
constant dull prosopagnosia localized to scalp,General
constant burning prosopagnosia localized to scalp,General
constant sharp prosopagnosia localized to scalp,General
constant pins and needles prosopagnosia localized to scalp,General
constant pressure-like prosopagnosia localized to scalp,General
constant cramping prosopagnosia localized to scalp,General
constant squeezing prosopagnosia localized to scalp,General
constant throbbing prosopagnosia localized to scalp,General
constant electric prosopagnosia localized to scalp,General
constant aching prosopagnosia localized to scalp,General
constant stabbing prosopagnosia retro-orbital,General
constant dull prosopagnosia retro-orbital,General
constant burning prosopagnosia retro-orbital,General
constant sharp prosopagnosia retro-orbital,General
constant pins and needles prosopagnosia retro-orbital,General
constant pressure-like prosopagnosia retro-orbital,General
constant cramping prosopagnosia retro-orbital,General
constant squeezing prosopagnosia retro-orbital,General
constant throbbing prosopagnosia retro-orbital,General
constant electric prosopagnosia retro-orbital,General
constant aching prosopagnosia retro-orbital,General
mild stabbing prosopagnosia diffuse,General
mild dull prosopagnosia diffuse,General
mild burning prosopagnosia diffuse,General
mild sharp prosopagnosia diffuse,General
mild pins and needles prosopagnosia diffuse,General
mild pressure-like prosopagnosia diffuse,General
mild cramping prosopagnosia diffuse,General
mild squeezing prosopagnosia diffuse,General
mild throbbing prosopagnosia diffuse,General
mild electric prosopagnosia diffuse,General
mild aching prosopagnosia diffuse,General
mild stabbing prosopagnosia periumbilical,General
mild dull prosopagnosia periumbilical,General
mild burning prosopagnosia periumbilical,General
mild sharp prosopagnosia periumbilical,General
mild pins and needles prosopagnosia periumbilical,General
mild pressure-like prosopagnosia periumbilical,General
mild cramping prosopagnosia periumbilical,General
mild squeezing prosopagnosia periumbilical,General
mild throbbing prosopagnosia periumbilical,General
mild electric prosopagnosia periumbilical,General
mild aching prosopagnosia periumbilical,General
mild stabbing prosopagnosia periorbital,General
mild dull prosopagnosia periorbital,General
mild burning prosopagnosia periorbital,General
mild sharp prosopagnosia periorbital,General
mild pins and needles prosopagnosia periorbital,General
mild pressure-like prosopagnosia periorbital,General
mild cramping prosopagnosia periorbital,General
mild squeezing prosopagnosia periorbital,General
mild throbbing prosopagnosia periorbital,General
mild electric prosopagnosia periorbital,General
mild aching prosopagnosia periorbital,General
mild stabbing prosopagnosia supraclavicular,General
mild dull prosopagnosia supraclavicular,General
mild burning prosopagnosia supraclavicular,General
mild sharp prosopagnosia supraclavicular,General
mild pins and needles prosopagnosia supraclavicular,General
mild pressure-like prosopagnosia supraclavicular,General
mild cramping prosopagnosia supraclavicular,General
mild squeezing prosopagnosia supraclavicular,General
mild throbbing prosopagnosia supraclavicular,General
mild electric prosopagnosia supraclavicular,General
mild aching prosopagnosia supraclavicular,General
mild stabbing prosopagnosia suprapubic,General
mild dull prosopagnosia suprapubic,General
mild burning prosopagnosia suprapubic,General
mild sharp prosopagnosia suprapubic,General
mild pins and needles prosopagnosia suprapubic,General
mild pressure-like prosopagnosia suprapubic,General
mild cramping prosopagnosia suprapubic,General
mild squeezing prosopagnosia suprapubic,General
mild throbbing prosopagnosia suprapubic,General
mild electric prosopagnosia suprapubic,General
mild aching prosopagnosia suprapubic,General
mild stabbing prosopagnosia bilateral,General
mild dull prosopagnosia bilateral,General
mild burning prosopagnosia bilateral,General
mild sharp prosopagnosia bilateral,General
mild pins and needles prosopagnosia bilateral,General
mild pressure-like prosopagnosia bilateral,General
mild cramping prosopagnosia bilateral,General
mild squeezing prosopagnosia bilateral,General
mild throbbing prosopagnosia bilateral,General
mild electric prosopagnosia bilateral,General
mild aching prosopagnosia bilateral,General
mild stabbing prosopagnosia right-sided,General
mild dull prosopagnosia right-sided,General
mild burning prosopagnosia right-sided,General
mild sharp prosopagnosia right-sided,General
mild pins and needles prosopagnosia right-sided,General
mild pressure-like prosopagnosia right-sided,General
mild cramping prosopagnosia right-sided,General
mild squeezing prosopagnosia right-sided,General
mild throbbing prosopagnosia right-sided,General
mild electric prosopagnosia right-sided,General
mild aching prosopagnosia right-sided,General
mild stabbing prosopagnosia localized to toes,General
mild dull prosopagnosia localized to toes,General
mild burning prosopagnosia localized to toes,General
mild sharp prosopagnosia localized to toes,General
mild pins and needles prosopagnosia localized to toes,General
mild pressure-like prosopagnosia localized to toes,General
mild cramping prosopagnosia localized to toes,General
mild squeezing prosopagnosia localized to toes,General
mild throbbing prosopagnosia localized to toes,General
mild electric prosopagnosia localized to toes,General
mild aching prosopagnosia localized to toes,General
mild stabbing prosopagnosia localized to fingers,General
mild dull prosopagnosia localized to fingers,General
mild burning prosopagnosia localized to fingers,General
mild sharp prosopagnosia localized to fingers,General
mild pins and needles prosopagnosia localized to fingers,General
mild pressure-like prosopagnosia localized to fingers,General
mild cramping prosopagnosia localized to fingers,General
mild squeezing prosopagnosia localized to fingers,General
mild throbbing prosopagnosia localized to fingers,General
mild electric prosopagnosia localized to fingers,General
mild aching prosopagnosia localized to fingers,General
mild stabbing prosopagnosia inguinal,General
mild dull prosopagnosia inguinal,General
mild burning prosopagnosia inguinal,General
mild sharp prosopagnosia inguinal,General
mild pins and needles prosopagnosia inguinal,General
mild pressure-like prosopagnosia inguinal,General
mild cramping prosopagnosia inguinal,General
mild squeezing prosopagnosia inguinal,General
mild throbbing prosopagnosia inguinal,General
mild electric prosopagnosia inguinal,General
mild aching prosopagnosia inguinal,General
mild stabbing prosopagnosia submandibular,General
mild dull prosopagnosia submandibular,General
mild burning prosopagnosia submandibular,General
mild sharp prosopagnosia submandibular,General
mild pins and needles prosopagnosia submandibular,General
mild pressure-like prosopagnosia submandibular,General
mild cramping prosopagnosia submandibular,General
mild squeezing prosopagnosia submandibular,General
mild throbbing prosopagnosia submandibular,General
mild electric prosopagnosia submandibular,General
mild aching prosopagnosia submandibular,General
mild stabbing prosopagnosia left-sided,General
mild dull prosopagnosia left-sided,General
mild burning prosopagnosia left-sided,General
mild sharp prosopagnosia left-sided,General
mild pins and needles prosopagnosia left-sided,General
mild pressure-like prosopagnosia left-sided,General
mild cramping prosopagnosia left-sided,General
mild squeezing prosopagnosia left-sided,General
mild throbbing prosopagnosia left-sided,General
mild electric prosopagnosia left-sided,General
mild aching prosopagnosia left-sided,General
mild stabbing prosopagnosia epigastric,General
mild dull prosopagnosia epigastric,General
mild burning prosopagnosia epigastric,General
mild sharp prosopagnosia epigastric,General
mild pins and needles prosopagnosia epigastric,General
mild pressure-like prosopagnosia epigastric,General
mild cramping prosopagnosia epigastric,General
mild squeezing prosopagnosia epigastric,General
mild throbbing prosopagnosia epigastric,General
mild electric prosopagnosia epigastric,General
mild aching prosopagnosia epigastric,General
mild stabbing prosopagnosia localized to scalp,General
mild dull prosopagnosia localized to scalp,General
mild burning prosopagnosia localized to scalp,General
mild sharp prosopagnosia localized to scalp,General
mild pins and needles prosopagnosia localized to scalp,General
mild pressure-like prosopagnosia localized to scalp,General
mild cramping prosopagnosia localized to scalp,General
mild squeezing prosopagnosia localized to scalp,General
mild throbbing prosopagnosia localized to scalp,General
mild electric prosopagnosia localized to scalp,General
mild aching prosopagnosia localized to scalp,General
mild stabbing prosopagnosia retro-orbital,General
mild dull prosopagnosia retro-orbital,General
mild burning prosopagnosia retro-orbital,General
mild sharp prosopagnosia retro-orbital,General
mild pins and needles prosopagnosia retro-orbital,General
mild pressure-like prosopagnosia retro-orbital,General
mild cramping prosopagnosia retro-orbital,General
mild squeezing prosopagnosia retro-orbital,General
mild throbbing prosopagnosia retro-orbital,General
mild electric prosopagnosia retro-orbital,General
mild aching prosopagnosia retro-orbital,General
gradual stabbing prosopagnosia diffuse,General
gradual dull prosopagnosia diffuse,General
gradual burning prosopagnosia diffuse,General
gradual sharp prosopagnosia diffuse,General
gradual pins and needles prosopagnosia diffuse,General
gradual pressure-like prosopagnosia diffuse,General
gradual cramping prosopagnosia diffuse,General
gradual squeezing prosopagnosia diffuse,General
gradual throbbing prosopagnosia diffuse,General
gradual electric prosopagnosia diffuse,General
gradual aching prosopagnosia diffuse,General
gradual stabbing prosopagnosia periumbilical,General
gradual dull prosopagnosia periumbilical,General
gradual burning prosopagnosia periumbilical,General
gradual sharp prosopagnosia periumbilical,General
gradual pins and needles prosopagnosia periumbilical,General
gradual pressure-like prosopagnosia periumbilical,General
gradual cramping prosopagnosia periumbilical,General
gradual squeezing prosopagnosia periumbilical,General
gradual throbbing prosopagnosia periumbilical,General
gradual electric prosopagnosia periumbilical,General
gradual aching prosopagnosia periumbilical,General
gradual stabbing prosopagnosia periorbital,General
gradual dull prosopagnosia periorbital,General
gradual burning prosopagnosia periorbital,General
gradual sharp prosopagnosia periorbital,General
gradual pins and needles prosopagnosia periorbital,General
gradual pressure-like prosopagnosia periorbital,General
gradual cramping prosopagnosia periorbital,General
gradual squeezing prosopagnosia periorbital,General
gradual throbbing prosopagnosia periorbital,General
gradual electric prosopagnosia periorbital,General
gradual aching prosopagnosia periorbital,General
gradual stabbing prosopagnosia supraclavicular,General
gradual dull prosopagnosia supraclavicular,General
gradual burning prosopagnosia supraclavicular,General
gradual sharp prosopagnosia supraclavicular,General
gradual pins and needles prosopagnosia supraclavicular,General
gradual pressure-like prosopagnosia supraclavicular,General
gradual cramping prosopagnosia supraclavicular,General
gradual squeezing prosopagnosia supraclavicular,General
gradual throbbing prosopagnosia supraclavicular,General
gradual electric prosopagnosia supraclavicular,General
gradual aching prosopagnosia supraclavicular,General
gradual stabbing prosopagnosia suprapubic,General
gradual dull prosopagnosia suprapubic,General
gradual burning prosopagnosia suprapubic,General
gradual sharp prosopagnosia suprapubic,General
gradual pins and needles prosopagnosia suprapubic,General
gradual pressure-like prosopagnosia suprapubic,General
gradual cramping prosopagnosia suprapubic,General
gradual squeezing prosopagnosia suprapubic,General
gradual throbbing prosopagnosia suprapubic,General
gradual electric prosopagnosia suprapubic,General
gradual aching prosopagnosia suprapubic,General
gradual stabbing prosopagnosia bilateral,General
gradual dull prosopagnosia bilateral,General
gradual burning prosopagnosia bilateral,General
gradual sharp prosopagnosia bilateral,General
gradual pins and needles prosopagnosia bilateral,General
gradual pressure-like prosopagnosia bilateral,General
gradual cramping prosopagnosia bilateral,General
gradual squeezing prosopagnosia bilateral,General
gradual throbbing prosopagnosia bilateral,General
gradual electric prosopagnosia bilateral,General
gradual aching prosopagnosia bilateral,General
gradual stabbing prosopagnosia right-sided,General
gradual dull prosopagnosia right-sided,General
gradual burning prosopagnosia right-sided,General
gradual sharp prosopagnosia right-sided,General
gradual pins and needles prosopagnosia right-sided,General
gradual pressure-like prosopagnosia right-sided,General
gradual cramping prosopagnosia right-sided,General
gradual squeezing prosopagnosia right-sided,General
gradual throbbing prosopagnosia right-sided,General
gradual electric prosopagnosia right-sided,General
gradual aching prosopagnosia right-sided,General
gradual stabbing prosopagnosia localized to toes,General
gradual dull prosopagnosia localized to toes,General
gradual burning prosopagnosia localized to toes,General
gradual sharp prosopagnosia localized to toes,General
gradual pins and needles prosopagnosia localized to toes,General
gradual pressure-like prosopagnosia localized to toes,General
gradual cramping prosopagnosia localized to toes,General
gradual squeezing prosopagnosia localized to toes,General
gradual throbbing prosopagnosia localized to toes,General
gradual electric prosopagnosia localized to toes,General
gradual aching prosopagnosia localized to toes,General
gradual stabbing prosopagnosia localized to fingers,General
gradual dull prosopagnosia localized to fingers,General
gradual burning prosopagnosia localized to fingers,General
gradual sharp prosopagnosia localized to fingers,General
gradual pins and needles prosopagnosia localized to fingers,General
gradual pressure-like prosopagnosia localized to fingers,General
gradual cramping prosopagnosia localized to fingers,General
gradual squeezing prosopagnosia localized to fingers,General
gradual throbbing prosopagnosia localized to fingers,General
gradual electric prosopagnosia localized to fingers,General
gradual aching prosopagnosia localized to fingers,General
gradual stabbing prosopagnosia inguinal,General
gradual dull prosopagnosia inguinal,General
gradual burning prosopagnosia inguinal,General
gradual sharp prosopagnosia inguinal,General
gradual pins and needles prosopagnosia inguinal,General
gradual pressure-like prosopagnosia inguinal,General
gradual cramping prosopagnosia inguinal,General
gradual squeezing prosopagnosia inguinal,General
gradual throbbing prosopagnosia inguinal,General
gradual electric prosopagnosia inguinal,General
gradual aching prosopagnosia inguinal,General
gradual stabbing prosopagnosia submandibular,General
gradual dull prosopagnosia submandibular,General
gradual burning prosopagnosia submandibular,General
gradual sharp prosopagnosia submandibular,General
gradual pins and needles prosopagnosia submandibular,General
gradual pressure-like prosopagnosia submandibular,General
gradual cramping prosopagnosia submandibular,General
gradual squeezing prosopagnosia submandibular,General
gradual throbbing prosopagnosia submandibular,General
gradual electric prosopagnosia submandibular,General
gradual aching prosopagnosia submandibular,General
gradual stabbing prosopagnosia left-sided,General
gradual dull prosopagnosia left-sided,General
gradual burning prosopagnosia left-sided,General
gradual sharp prosopagnosia left-sided,General
gradual pins and needles prosopagnosia left-sided,General
gradual pressure-like prosopagnosia left-sided,General
gradual cramping prosopagnosia left-sided,General
gradual squeezing prosopagnosia left-sided,General
gradual throbbing prosopagnosia left-sided,General
gradual electric prosopagnosia left-sided,General
gradual aching prosopagnosia left-sided,General
gradual stabbing prosopagnosia epigastric,General
gradual dull prosopagnosia epigastric,General
gradual burning prosopagnosia epigastric,General
gradual sharp prosopagnosia epigastric,General
gradual pins and needles prosopagnosia epigastric,General
gradual pressure-like prosopagnosia epigastric,General
gradual cramping prosopagnosia epigastric,General
gradual squeezing prosopagnosia epigastric,General
gradual throbbing prosopagnosia epigastric,General
gradual electric prosopagnosia epigastric,General
gradual aching prosopagnosia epigastric,General
gradual stabbing prosopagnosia localized to scalp,General
gradual dull prosopagnosia localized to scalp,General
gradual burning prosopagnosia localized to scalp,General
gradual sharp prosopagnosia localized to scalp,General
gradual pins and needles prosopagnosia localized to scalp,General
gradual pressure-like prosopagnosia localized to scalp,General
gradual cramping prosopagnosia localized to scalp,General
gradual squeezing prosopagnosia localized to scalp,General
gradual throbbing prosopagnosia localized to scalp,General
gradual electric prosopagnosia localized to scalp,General
gradual aching prosopagnosia localized to scalp,General
gradual stabbing prosopagnosia retro-orbital,General
gradual dull prosopagnosia retro-orbital,General
gradual burning prosopagnosia retro-orbital,General
gradual sharp prosopagnosia retro-orbital,General
gradual pins and needles prosopagnosia retro-orbital,General
gradual pressure-like prosopagnosia retro-orbital,General
gradual cramping prosopagnosia retro-orbital,General
gradual squeezing prosopagnosia retro-orbital,General
gradual throbbing prosopagnosia retro-orbital,General
gradual electric prosopagnosia retro-orbital,General
gradual aching prosopagnosia retro-orbital,General
sudden stabbing intermenstrual spotting diffuse,General
sudden dull intermenstrual spotting diffuse,General
sudden burning intermenstrual spotting diffuse,General
sudden sharp intermenstrual spotting diffuse,General
sudden pins and needles intermenstrual spotting diffuse,General
sudden pressure-like intermenstrual spotting diffuse,General
sudden cramping intermenstrual spotting diffuse,General
sudden squeezing intermenstrual spotting diffuse,General
sudden throbbing intermenstrual spotting diffuse,General
sudden electric intermenstrual spotting diffuse,General
sudden aching intermenstrual spotting diffuse,General
sudden stabbing intermenstrual spotting periumbilical,General
sudden dull intermenstrual spotting periumbilical,General
sudden burning intermenstrual spotting periumbilical,General
sudden sharp intermenstrual spotting periumbilical,General
sudden pins and needles intermenstrual spotting periumbilical,General
sudden pressure-like intermenstrual spotting periumbilical,General
sudden cramping intermenstrual spotting periumbilical,General
sudden squeezing intermenstrual spotting periumbilical,General
sudden throbbing intermenstrual spotting periumbilical,General
sudden electric intermenstrual spotting periumbilical,General
sudden aching intermenstrual spotting periumbilical,General
sudden stabbing intermenstrual spotting periorbital,General
sudden dull intermenstrual spotting periorbital,General
sudden burning intermenstrual spotting periorbital,General
sudden sharp intermenstrual spotting periorbital,General
sudden pins and needles intermenstrual spotting periorbital,General
sudden pressure-like intermenstrual spotting periorbital,General
sudden cramping intermenstrual spotting periorbital,General
sudden squeezing intermenstrual spotting periorbital,General
sudden throbbing intermenstrual spotting periorbital,General
sudden electric intermenstrual spotting periorbital,General
sudden aching intermenstrual spotting periorbital,General
sudden stabbing intermenstrual spotting supraclavicular,General
sudden dull intermenstrual spotting supraclavicular,General
sudden burning intermenstrual spotting supraclavicular,General
sudden sharp intermenstrual spotting supraclavicular,General
sudden pins and needles intermenstrual spotting supraclavicular,General
sudden pressure-like intermenstrual spotting supraclavicular,General
sudden cramping intermenstrual spotting supraclavicular,General
sudden squeezing intermenstrual spotting supraclavicular,General
sudden throbbing intermenstrual spotting supraclavicular,General
sudden electric intermenstrual spotting supraclavicular,General
sudden aching intermenstrual spotting supraclavicular,General
sudden stabbing intermenstrual spotting suprapubic,General
sudden dull intermenstrual spotting suprapubic,General
sudden burning intermenstrual spotting suprapubic,General
sudden sharp intermenstrual spotting suprapubic,General
sudden pins and needles intermenstrual spotting suprapubic,General
sudden pressure-like intermenstrual spotting suprapubic,General
sudden cramping intermenstrual spotting suprapubic,General
sudden squeezing intermenstrual spotting suprapubic,General
sudden throbbing intermenstrual spotting suprapubic,General
sudden electric intermenstrual spotting suprapubic,General
sudden aching intermenstrual spotting suprapubic,General
sudden stabbing intermenstrual spotting bilateral,General
sudden dull intermenstrual spotting bilateral,General
sudden burning intermenstrual spotting bilateral,General
sudden sharp intermenstrual spotting bilateral,General
sudden pins and needles intermenstrual spotting bilateral,General
sudden pressure-like intermenstrual spotting bilateral,General
sudden cramping intermenstrual spotting bilateral,General
sudden squeezing intermenstrual spotting bilateral,General
sudden throbbing intermenstrual spotting bilateral,General
sudden electric intermenstrual spotting bilateral,General
sudden aching intermenstrual spotting bilateral,General
sudden stabbing intermenstrual spotting right-sided,General
sudden dull intermenstrual spotting right-sided,General
sudden burning intermenstrual spotting right-sided,General
sudden sharp intermenstrual spotting right-sided,General
sudden pins and needles intermenstrual spotting right-sided,General
sudden pressure-like intermenstrual spotting right-sided,General
sudden cramping intermenstrual spotting right-sided,General
sudden squeezing intermenstrual spotting right-sided,General
sudden throbbing intermenstrual spotting right-sided,General
sudden electric intermenstrual spotting right-sided,General
sudden aching intermenstrual spotting right-sided,General
sudden stabbing intermenstrual spotting localized to toes,General
sudden dull intermenstrual spotting localized to toes,General
sudden burning intermenstrual spotting localized to toes,General
sudden sharp intermenstrual spotting localized to toes,General
sudden pins and needles intermenstrual spotting localized to toes,General
sudden pressure-like intermenstrual spotting localized to toes,General
sudden cramping intermenstrual spotting localized to toes,General
sudden squeezing intermenstrual spotting localized to toes,General
sudden throbbing intermenstrual spotting localized to toes,General
sudden electric intermenstrual spotting localized to toes,General
sudden aching intermenstrual spotting localized to toes,General
sudden stabbing intermenstrual spotting localized to fingers,General
sudden dull intermenstrual spotting localized to fingers,General
sudden burning intermenstrual spotting localized to fingers,General
sudden sharp intermenstrual spotting localized to fingers,General
sudden pins and needles intermenstrual spotting localized to fingers,General
sudden pressure-like intermenstrual spotting localized to fingers,General
sudden cramping intermenstrual spotting localized to fingers,General
sudden squeezing intermenstrual spotting localized to fingers,General
sudden throbbing intermenstrual spotting localized to fingers,General
sudden electric intermenstrual spotting localized to fingers,General
sudden aching intermenstrual spotting localized to fingers,General
sudden stabbing intermenstrual spotting inguinal,General
sudden dull intermenstrual spotting inguinal,General
sudden burning intermenstrual spotting inguinal,General
sudden sharp intermenstrual spotting inguinal,General
sudden pins and needles intermenstrual spotting inguinal,General
sudden pressure-like intermenstrual spotting inguinal,General
sudden cramping intermenstrual spotting inguinal,General
sudden squeezing intermenstrual spotting inguinal,General
sudden throbbing intermenstrual spotting inguinal,General
sudden electric intermenstrual spotting inguinal,General
sudden aching intermenstrual spotting inguinal,General
sudden stabbing intermenstrual spotting submandibular,General
sudden dull intermenstrual spotting submandibular,General
sudden burning intermenstrual spotting submandibular,General
sudden sharp intermenstrual spotting submandibular,General
sudden pins and needles intermenstrual spotting submandibular,General
sudden pressure-like intermenstrual spotting submandibular,General
sudden cramping intermenstrual spotting submandibular,General
sudden squeezing intermenstrual spotting submandibular,General
sudden throbbing intermenstrual spotting submandibular,General
sudden electric intermenstrual spotting submandibular,General
sudden aching intermenstrual spotting submandibular,General
sudden stabbing intermenstrual spotting left-sided,General
sudden dull intermenstrual spotting left-sided,General
sudden burning intermenstrual spotting left-sided,General
sudden sharp intermenstrual spotting left-sided,General
sudden pins and needles intermenstrual spotting left-sided,General
sudden pressure-like intermenstrual spotting left-sided,General
sudden cramping intermenstrual spotting left-sided,General
sudden squeezing intermenstrual spotting left-sided,General
sudden throbbing intermenstrual spotting left-sided,General
sudden electric intermenstrual spotting left-sided,General
sudden aching intermenstrual spotting left-sided,General
sudden stabbing intermenstrual spotting epigastric,General
