Diagnosis,Symptoms,MEDICATION,Specialty
"S82161P Torus fracture of upper end of right tibia, subsequent encounter for fracture with malunion",,,Orthopedics
"S82161S Torus fracture of upper end of right tibia, sequela",,,Orthopedics
"S82162A Torus fracture of upper end of left tibia, initial encounter for closed fracture",,,Orthopedics
"S82162D Torus fracture of upper end of left tibia, subsequent encounter for fracture with routine
healing",,,Orthopedics
"S82162G Torus fracture of upper end of left tibia, subsequent encounter for fracture with delayed
healing",,,Orthopedics
"S82162K Torus fracture of upper end of left tibia, subsequent encounter for fracture with nonunion",,,Orthopedics
"S82162P Torus fracture of upper end of left tibia, subsequent encounter for fracture with malunion",,,Orthopedics
"S82162S Torus fracture of upper end of left tibia, sequela",,,Orthopedics
"S82169A Torus fracture of upper end of unspecified tibia, initial encounter for closed fracture",,,Orthopedics
"S82169D Torus fracture of upper end of unspecified tibia, subsequent encounter for fracture with
routine healing",,,Orthopedics
"S82169G Torus fracture of upper end of unspecified tibia, subsequent encounter for fracture with
delayed healing",,,Orthopedics
"S82169K Torus fracture of upper end of unspecified tibia, subsequent encounter for fracture with
nonunion",,,Orthopedics
"S82169P Torus fracture of upper end of unspecified tibia, subsequent encounter for fracture with
malunion",,,Orthopedics
"S82169S Torus fracture of upper end of unspecified tibia, sequela",,,Orthopedics
"S82191A Other fracture of upper end of right tibia, initial encounter for closed fracture",,,Orthopedics
"S82191B Other fracture of upper end of right tibia, initial encounter for open fracture type I or II",,,Orthopedics
"S82191C Other fracture of upper end of right tibia, initial encounter for open fracture type IIIA, IIIB, or
IIIC",,,Orthopedics
"S82191D Other fracture of upper end of right tibia, subsequent encounter for closed fracture with
routine healing",,,Orthopedics
"S82191E Other fracture of upper end of right tibia, subsequent encounter for open fracture type I or II
with routine healing",,,Orthopedics
"S82191F Other fracture of upper end of right tibia, subsequent encounter for open fracture type IIIA,
IIIB, or IIIC with routine healing",,,Orthopedics
"S82191G Other fracture of upper end of right tibia, subsequent encounter for closed fracture with
delayed healing",,,Orthopedics
"S82191H Other fracture of upper end of right tibia, subsequent encounter for open fracture type I or II
with delayed healing",,,Orthopedics
"S82191J Other fracture of upper end of right tibia, subsequent encounter for open fracture type IIIA,
IIIB, or IIIC with delayed healing",,,Orthopedics
"S82191K Other fracture of upper end of right tibia, subsequent encounter for closed fracture with
nonunion",,,Orthopedics
"S82191M Other fracture of upper end of right tibia, subsequent encounter for open fracture type I or II
with nonunion",,,Orthopedics
"S82191N Other fracture of upper end of right tibia, subsequent encounter for open fracture type IIIA,
IIIB, or IIIC with nonunion",,,Orthopedics
"S82191P Other fracture of upper end of right tibia, subsequent encounter for closed fracture with
malunion",,,Orthopedics
"S82191Q Other fracture of upper end of right tibia, subsequent encounter for open fracture type I or II
with malunion",,,Orthopedics
"S82191R Other fracture of upper end of right tibia, subsequent encounter for open fracture type IIIA,
IIIB, or IIIC with malunion",,,Orthopedics
"S82191S Other fracture of upper end of right tibia, sequela",,,Orthopedics
"S82192A Other fracture of upper end of left tibia, initial encounter for closed fracture",,,Orthopedics
"S82192B Other fracture of upper end of left tibia, initial encounter for open fracture type I or II",,,Orthopedics
"S82192C Other fracture of upper end of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",,,Orthopedics
"S82192D Other fracture of upper end of left tibia, subsequent encounter for closed fracture with routine
healing",,,Orthopedics
"S82192E Other fracture of upper end of left tibia, subsequent encounter for open fracture type I or II
with routine healing",,,Orthopedics
"S82192F Other fracture of upper end of left tibia, subsequent encounter for open fracture type IIIA, IIIB,
or IIIC with routine healing",,,Orthopedics
"S82192G Other fracture of upper end of left tibia, subsequent encounter for closed fracture with
delayed healing",,,Orthopedics
"S82192H Other fracture of upper end of left tibia, subsequent encounter for open fracture type I or II
with delayed healing",,,Orthopedics
"S82192J Other fracture of upper end of left tibia, subsequent encounter for open fracture type IIIA, IIIB,
or IIIC with delayed healing",,,Orthopedics
"S82192K Other fracture of upper end of left tibia, subsequent encounter for closed fracture with
nonunion",,,Orthopedics
"S82192M Other fracture of upper end of left tibia, subsequent encounter for open fracture type I or II
with nonunion",,,Orthopedics
"S82192N Other fracture of upper end of left tibia, subsequent encounter for open fracture type IIIA, IIIB,
or IIIC with nonunion",,,Orthopedics
"S82192P Other fracture of upper end of left tibia, subsequent encounter for closed fracture with
malunion",,,Orthopedics
"S82192Q Other fracture of upper end of left tibia, subsequent encounter for open fracture type I or II
with malunion",,,Orthopedics
"S82192R Other fracture of upper end of left tibia, subsequent encounter for open fracture type IIIA, IIIB,
or IIIC with malunion",,,Orthopedics
"S82192S Other fracture of upper end of left tibia, sequela",,,Orthopedics
"S82199A Other fracture of upper end of unspecified tibia, initial encounter for closed fracture",,,Orthopedics
"S82199B Other fracture of upper end of unspecified tibia, initial encounter for open fracture type I or II",,,Orthopedics
"S82199C Other fracture of upper end of unspecified tibia, initial encounter for open fracture type IIIA,
IIIB, or IIIC",,,Orthopedics
"S82199D Other fracture of upper end of unspecified tibia, subsequent encounter for closed fracture
with routine healing",,,Orthopedics
"S82199E Other fracture of upper end of unspecified tibia, subsequent encounter for open fracture type I
or II with routine healing",,,Orthopedics
"S82199F Other fracture of upper end of unspecified tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S82199G Other fracture of upper end of unspecified tibia, subsequent encounter for closed fracture
with delayed healing",,,Orthopedics
"S82199H Other fracture of upper end of unspecified tibia, subsequent encounter for open fracture type I
or II with delayed healing",,,Orthopedics
"S82199J Other fracture of upper end of unspecified tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S82199K Other fracture of upper end of unspecified tibia, subsequent encounter for closed fracture with
nonunion",,,Orthopedics
"S82199M Other fracture of upper end of unspecified tibia, subsequent encounter for open fracture type
I or II with nonunion",,,Orthopedics
"S82199N Other fracture of upper end of unspecified tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S82199P Other fracture of upper end of unspecified tibia, subsequent encounter for closed fracture with
malunion",,,Orthopedics
"S82199Q Other fracture of upper end of unspecified tibia, subsequent encounter for open fracture type
I or II with malunion",,,Orthopedics
"S82199R Other fracture of upper end of unspecified tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S82199S Other fracture of upper end of unspecified tibia, sequela",,,Orthopedics
"S82201A Unspecified fracture of shaft of right tibia, initial encounter for closed fracture",,,Orthopedics
"S82201B Unspecified fracture of shaft of right tibia, initial encounter for open fracture type I or II",,,Orthopedics
"S82201C Unspecified fracture of shaft of right tibia, initial encounter for open fracture type IIIA, IIIB, or
IIIC",,,Orthopedics
"S82201D Unspecified fracture of shaft of right tibia, subsequent encounter for closed fracture with
routine healing",,,Orthopedics
"S82201E Unspecified fracture of shaft of right tibia, subsequent encounter for open fracture type I or II
with routine healing",,,Orthopedics
"S82201F Unspecified fracture of shaft of right tibia, subsequent encounter for open fracture type IIIA,
IIIB, or IIIC with routine healing",,,Orthopedics
"S82201G Unspecified fracture of shaft of right tibia, subsequent encounter for closed fracture with
delayed healing",,,Orthopedics
"S82201H Unspecified fracture of shaft of right tibia, subsequent encounter for open fracture type I or II
with delayed healing",,,Orthopedics
"S82201J Unspecified fracture of shaft of right tibia, subsequent encounter for open fracture type IIIA,
IIIB, or IIIC with delayed healing",,,Orthopedics
"S82201K Unspecified fracture of shaft of right tibia, subsequent encounter for closed fracture with
nonunion",,,Orthopedics
"S82201M Unspecified fracture of shaft of right tibia, subsequent encounter for open fracture type I or II
with nonunion",,,Orthopedics
"S82201N Unspecified fracture of shaft of right tibia, subsequent encounter for open fracture type IIIA,
IIIB, or IIIC with nonunion",,,Orthopedics
"S82201P Unspecified fracture of shaft of right tibia, subsequent encounter for closed fracture with
malunion",,,Orthopedics
"S82201Q Unspecified fracture of shaft of right tibia, subsequent encounter for open fracture type I or II
with malunion",,,Orthopedics
"S82201R Unspecified fracture of shaft of right tibia, subsequent encounter for open fracture type IIIA,
IIIB, or IIIC with malunion",,,Orthopedics
"S82201S Unspecified fracture of shaft of right tibia, sequela",,,Orthopedics
"S82202A Unspecified fracture of shaft of left tibia, initial encounter for closed fracture",,,Orthopedics
"S82202B Unspecified fracture of shaft of left tibia, initial encounter for open fracture type I or II",,,Orthopedics
"S82202C Unspecified fracture of shaft of left tibia, initial encounter for open fracture type IIIA, IIIB, or
IIIC",,,Orthopedics
"S82202D Unspecified fracture of shaft of left tibia, subsequent encounter for closed fracture with
routine healing",,,Orthopedics
"S82202E Unspecified fracture of shaft of left tibia, subsequent encounter for open fracture type I or II
with routine healing",,,Orthopedics
"S82202F Unspecified fracture of shaft of left tibia, subsequent encounter for open fracture type IIIA, IIIB,
or IIIC with routine healing",,,Orthopedics
"S82202G Unspecified fracture of shaft of left tibia, subsequent encounter for closed fracture with
delayed healing",,,Orthopedics
"S82202H Unspecified fracture of shaft of left tibia, subsequent encounter for open fracture type I or II
with delayed healing",,,Orthopedics
"S82202J Unspecified fracture of shaft of left tibia, subsequent encounter for open fracture type IIIA, IIIB,
or IIIC with delayed healing",,,Orthopedics
"S82202K Unspecified fracture of shaft of left tibia, subsequent encounter for closed fracture with
nonunion",,,Orthopedics
"S82202M Unspecified fracture of shaft of left tibia, subsequent encounter for open fracture type I or II
with nonunion",,,Orthopedics
"S82202N Unspecified fracture of shaft of left tibia, subsequent encounter for open fracture type IIIA,
IIIB, or IIIC with nonunion",,,Orthopedics
"S82202P Unspecified fracture of shaft of left tibia, subsequent encounter for closed fracture with
malunion",,,Orthopedics
"S82202Q Unspecified fracture of shaft of left tibia, subsequent encounter for open fracture type I or II
with malunion",,,Orthopedics
"S82202R Unspecified fracture of shaft of left tibia, subsequent encounter for open fracture type IIIA, IIIB,
or IIIC with malunion",,,Orthopedics
"S82202S Unspecified fracture of shaft of left tibia, sequela",,,Orthopedics
"S82209A Unspecified fracture of shaft of unspecified tibia, initial encounter for closed fracture",,,Orthopedics
"S82209B Unspecified fracture of shaft of unspecified tibia, initial encounter for open fracture type I or II",,,Orthopedics
"S82209C Unspecified fracture of shaft of unspecified tibia, initial encounter for open fracture type IIIA,
IIIB, or IIIC",,,Orthopedics
"S82209D Unspecified fracture of shaft of unspecified tibia, subsequent encounter for closed fracture
with routine healing",,,Orthopedics
"S82209E Unspecified fracture of shaft of unspecified tibia, subsequent encounter for open fracture type
I or II with routine healing",,,Orthopedics
"S82209F Unspecified fracture of shaft of unspecified tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S82209G Unspecified fracture of shaft of unspecified tibia, subsequent encounter for closed fracture
with delayed healing",,,Orthopedics
"S82209H Unspecified fracture of shaft of unspecified tibia, subsequent encounter for open fracture type
I or II with delayed healing",,,Orthopedics
"S82209J Unspecified fracture of shaft of unspecified tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S82209K Unspecified fracture of shaft of unspecified tibia, subsequent encounter for closed fracture
with nonunion",,,Orthopedics
"S82209M Unspecified fracture of shaft of unspecified tibia, subsequent encounter for open fracture type
I or II with nonunion",,,Orthopedics
"S82209N Unspecified fracture of shaft of unspecified tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S82209P Unspecified fracture of shaft of unspecified tibia, subsequent encounter for closed fracture
with malunion",,,Orthopedics
"S82209Q Unspecified fracture of shaft of unspecified tibia, subsequent encounter for open fracture type
I or II with malunion",,,Orthopedics
"S82209R Unspecified fracture of shaft of unspecified tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S82209S Unspecified fracture of shaft of unspecified tibia, sequela",,,Orthopedics
"S82221A Displaced transverse fracture of shaft of right tibia, initial encounter for closed fracture",,,Orthopedics
"S82221B Displaced transverse fracture of shaft of right tibia, initial encounter for open fracture type I or
II",,,Orthopedics
"S82221C Displaced transverse fracture of shaft of right tibia, initial encounter for open fracture type IIIA,
IIIB, or IIIC",,,Orthopedics
"S82221D Displaced transverse fracture of shaft of right tibia, subsequent encounter for closed fracture
with routine healing",,,Orthopedics
"S82221E Displaced transverse fracture of shaft of right tibia, subsequent encounter for open fracture
type I or II with routine healing",,,Orthopedics
"S82221F Displaced transverse fracture of shaft of right tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S82221G Displaced transverse fracture of shaft of right tibia, subsequent encounter for closed fracture
with delayed healing",,,Orthopedics
"S82221H Displaced transverse fracture of shaft of right tibia, subsequent encounter for open fracture
type I or II with delayed healing",,,Orthopedics
"S82221J Displaced transverse fracture of shaft of right tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S82221K Displaced transverse fracture of shaft of right tibia, subsequent encounter for closed fracture
with nonunion",,,Orthopedics
"S82221M Displaced transverse fracture of shaft of right tibia, subsequent encounter for open fracture
type I or II with nonunion",,,Orthopedics
"S82221N Displaced transverse fracture of shaft of right tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S82221P Displaced transverse fracture of shaft of right tibia, subsequent encounter for closed fracture
with malunion",,,Orthopedics
"S82221Q Displaced transverse fracture of shaft of right tibia, subsequent encounter for open fracture
type I or II with malunion",,,Orthopedics
"S82221R Displaced transverse fracture of shaft of right tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S82221S Displaced transverse fracture of shaft of right tibia, sequela",,,Orthopedics
"S82222A Displaced transverse fracture of shaft of left tibia, initial encounter for closed fracture",,,Orthopedics
"S82222B Displaced transverse fracture of shaft of left tibia, initial encounter for open fracture type I or II",,,Orthopedics
"S82222C Displaced transverse fracture of shaft of left tibia, initial encounter for open fracture type IIIA,
IIIB, or IIIC",,,Orthopedics
"S82222D Displaced transverse fracture of shaft of left tibia, subsequent encounter for closed fracture
with routine healing",,,Orthopedics
"S82222E Displaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture type
I or II with routine healing",,,Orthopedics
"S82222F Displaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S82222G Displaced transverse fracture of shaft of left tibia, subsequent encounter for closed fracture
with delayed healing",,,Orthopedics
"S82222H Displaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture
type I or II with delayed healing",,,Orthopedics
"S82222J Displaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S82222K Displaced transverse fracture of shaft of left tibia, subsequent encounter for closed fracture
with nonunion",,,Orthopedics
"S82222M Displaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture
type I or II with nonunion",,,Orthopedics
"S82222N Displaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S82222P Displaced transverse fracture of shaft of left tibia, subsequent encounter for closed fracture
with malunion",,,Orthopedics
"S82222Q Displaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture
type I or II with malunion",,,Orthopedics
"S82222R Displaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S82222S Displaced transverse fracture of shaft of left tibia, sequela",,,Orthopedics
"S82223A Displaced transverse fracture of shaft of unspecified tibia, initial encounter for closed fracture",,,Orthopedics
"S82223B Displaced transverse fracture of shaft of unspecified tibia, initial encounter for open fracture
type I or II",,,Orthopedics
"S82223C Displaced transverse fracture of shaft of unspecified tibia, initial encounter for open fracture
type IIIA, IIIB, or IIIC",,,Orthopedics
"S82223D Displaced transverse fracture of shaft of unspecified tibia, subsequent encounter for closed
fracture with routine healing",,,Orthopedics
"S82223E Displaced transverse fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type I or II with routine healing",,,Orthopedics
"S82223F Displaced transverse fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S82223G Displaced transverse fracture of shaft of unspecified tibia, subsequent encounter for closed
fracture with delayed healing",,,Orthopedics
"S82223H Displaced transverse fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type I or II with delayed healing",,,Orthopedics
"S82223J Displaced transverse fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S82223K Displaced transverse fracture of shaft of unspecified tibia, subsequent encounter for closed
fracture with nonunion",,,Orthopedics
"S82223M Displaced transverse fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type I or II with nonunion",,,Orthopedics
"S82223N Displaced transverse fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S82223P Displaced transverse fracture of shaft of unspecified tibia, subsequent encounter for closed
fracture with malunion",,,Orthopedics
"S82223Q Displaced transverse fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type I or II with malunion",,,Orthopedics
"S82223R Displaced transverse fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S82223S Displaced transverse fracture of shaft of unspecified tibia, sequela",,,Orthopedics
"S82224A Nondisplaced transverse fracture of shaft of right tibia, initial encounter for closed fracture",,,Orthopedics
"S82224B Nondisplaced transverse fracture of shaft of right tibia, initial encounter for open fracture type
I or II",,,Orthopedics
"S82224C Nondisplaced transverse fracture of shaft of right tibia, initial encounter for open fracture type
IIIA, IIIB, or IIIC",,,Orthopedics
"S82224D Nondisplaced transverse fracture of shaft of right tibia, subsequent encounter for closed
fracture with routine healing",,,Orthopedics
"S82224E Nondisplaced transverse fracture of shaft of right tibia, subsequent encounter for open
fracture type I or II with routine healing",,,Orthopedics
"S82224F Nondisplaced transverse fracture of shaft of right tibia, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S82224G Nondisplaced transverse fracture of shaft of right tibia, subsequent encounter for closed
fracture with delayed healing",,,Orthopedics
"S82224H Nondisplaced transverse fracture of shaft of right tibia, subsequent encounter for open
fracture type I or II with delayed healing",,,Orthopedics
"S82224J Nondisplaced transverse fracture of shaft of right tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S82224K Nondisplaced transverse fracture of shaft of right tibia, subsequent encounter for closed
fracture with nonunion",,,Orthopedics
"S82224M Nondisplaced transverse fracture of shaft of right tibia, subsequent encounter for open
fracture type I or II with nonunion",,,Orthopedics
"S82224N Nondisplaced transverse fracture of shaft of right tibia, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S82224P Nondisplaced transverse fracture of shaft of right tibia, subsequent encounter for closed
fracture with malunion",,,Orthopedics
"S82224Q Nondisplaced transverse fracture of shaft of right tibia, subsequent encounter for open
fracture type I or II with malunion",,,Orthopedics
"S82224R Nondisplaced transverse fracture of shaft of right tibia, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S82224S Nondisplaced transverse fracture of shaft of right tibia, sequela",,,Orthopedics
"S82225A Nondisplaced transverse fracture of shaft of left tibia, initial encounter for closed fracture",,,Orthopedics
"S82225B Nondisplaced transverse fracture of shaft of left tibia, initial encounter for open fracture type I
or II",,,Orthopedics
"S82225C Nondisplaced transverse fracture of shaft of left tibia, initial encounter for open fracture type
IIIA, IIIB, or IIIC",,,Orthopedics
"S82225D Nondisplaced transverse fracture of shaft of left tibia, subsequent encounter for closed
fracture with routine healing",,,Orthopedics
"S82225E Nondisplaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture
type I or II with routine healing",,,Orthopedics
"S82225F Nondisplaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S82225G Nondisplaced transverse fracture of shaft of left tibia, subsequent encounter for closed
fracture with delayed healing",,,Orthopedics
"S82225H Nondisplaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture
type I or II with delayed healing",,,Orthopedics
"S82225J Nondisplaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S82225K Nondisplaced transverse fracture of shaft of left tibia, subsequent encounter for closed
fracture with nonunion",,,Orthopedics
"S82225M Nondisplaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture
type I or II with nonunion",,,Orthopedics
"S82225N Nondisplaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S82225P Nondisplaced transverse fracture of shaft of left tibia, subsequent encounter for closed
fracture with malunion",,,Orthopedics
"S82225Q Nondisplaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture
type I or II with malunion",,,Orthopedics
"S82225R Nondisplaced transverse fracture of shaft of left tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S82225S Nondisplaced transverse fracture of shaft of left tibia, sequela",,,Orthopedics
"S82226A Nondisplaced transverse fracture of shaft of unspecified tibia, initial encounter for closed
fracture",,,Orthopedics
"S82226B Nondisplaced transverse fracture of shaft of unspecified tibia, initial encounter for open
fracture type I or II",,,Orthopedics
"S82226C Nondisplaced transverse fracture of shaft of unspecified tibia, initial encounter for open
fracture type IIIA, IIIB, or IIIC",,,Orthopedics
"S82226D Nondisplaced transverse fracture of shaft of unspecified tibia, subsequent encounter for closed
fracture with routine healing",,,Orthopedics
"S82226E Nondisplaced transverse fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type I or II with routine healing",,,Orthopedics
"S82226F Nondisplaced transverse fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S82226G Nondisplaced transverse fracture of shaft of unspecified tibia, subsequent encounter for closed
fracture with delayed healing",,,Orthopedics
"S82226H Nondisplaced transverse fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type I or II with delayed healing",,,Orthopedics
"S82226J Nondisplaced transverse fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S82226K Nondisplaced transverse fracture of shaft of unspecified tibia, subsequent encounter for closed
fracture with nonunion",,,Orthopedics
"S82226M Nondisplaced transverse fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type I or II with nonunion",,,Orthopedics
"S82226N Nondisplaced transverse fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S82226P Nondisplaced transverse fracture of shaft of unspecified tibia, subsequent encounter for closed
fracture with malunion",,,Orthopedics
"S82226Q Nondisplaced transverse fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type I or II with malunion",,,Orthopedics
"S82226R Nondisplaced transverse fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S82226S Nondisplaced transverse fracture of shaft of unspecified tibia, sequela",,,Orthopedics
"S82231A Displaced oblique fracture of shaft of right tibia, initial encounter for closed fracture",,,Orthopedics
"S82231B Displaced oblique fracture of shaft of right tibia, initial encounter for open fracture type I or II",,,Orthopedics
"S82231C Displaced oblique fracture of shaft of right tibia, initial encounter for open fracture type IIIA,
IIIB, or IIIC",,,Orthopedics
"S82231D Displaced oblique fracture of shaft of right tibia, subsequent encounter for closed fracture with
routine healing",,,Orthopedics
"S82231E Displaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture type I
or II with routine healing",,,Orthopedics
"S82231F Displaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S82231G Displaced oblique fracture of shaft of right tibia, subsequent encounter for closed fracture with
delayed healing",,,Orthopedics
"S82231H Displaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture type I
or II with delayed healing",,,Orthopedics
"S82231J Displaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S82231K Displaced oblique fracture of shaft of right tibia, subsequent encounter for closed fracture with
nonunion",,,Orthopedics
"S82231M Displaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture type
I or II with nonunion",,,Orthopedics
"S82231N Displaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S82231P Displaced oblique fracture of shaft of right tibia, subsequent encounter for closed fracture with
malunion",,,Orthopedics
"S82231Q Displaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture type I
or II with malunion",,,Orthopedics
"S82231R Displaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S82231S Displaced oblique fracture of shaft of right tibia, sequela",,,Orthopedics
"S82232A Displaced oblique fracture of shaft of left tibia, initial encounter for closed fracture",,,Orthopedics
"S82232B Displaced oblique fracture of shaft of left tibia, initial encounter for open fracture type I or II",,,Orthopedics
"S82232C Displaced oblique fracture of shaft of left tibia, initial encounter for open fracture type IIIA, IIIB,
or IIIC",,,Orthopedics
"S82232D Displaced oblique fracture of shaft of left tibia, subsequent encounter for closed fracture with
routine healing",,,Orthopedics
"S82232E Displaced oblique fracture of shaft of left tibia, subsequent encounter for open fracture type I
or II with routine healing",,,Orthopedics
"S82232F Displaced oblique fracture of shaft of left tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S82232G Displaced oblique fracture of shaft of left tibia, subsequent encounter for closed fracture with
delayed healing",,,Orthopedics
"S82232H Displaced oblique fracture of shaft of left tibia, subsequent encounter for open fracture type I
or II with delayed healing",,,Orthopedics
"S82232J Displaced oblique fracture of shaft of left tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with delayed healing",,,Orthopedics
"S82232K Displaced oblique fracture of shaft of left tibia, subsequent encounter for closed fracture with
nonunion",,,Orthopedics
"S82232M Displaced oblique fracture of shaft of left tibia, subsequent encounter for open fracture type I
or II with nonunion",,,Orthopedics
"S82232N Displaced oblique fracture of shaft of left tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with nonunion",,,Orthopedics
"S82232P Displaced oblique fracture of shaft of left tibia, subsequent encounter for closed fracture with
malunion",,,Orthopedics
"S82232Q Displaced oblique fracture of shaft of left tibia, subsequent encounter for open fracture type I
or II with malunion",,,Orthopedics
"S82232R Displaced oblique fracture of shaft of left tibia, subsequent encounter for open fracture type
IIIA, IIIB, or IIIC with malunion",,,Orthopedics
"S82232S Displaced oblique fracture of shaft of left tibia, sequela",,,Orthopedics
"S82233A Displaced oblique fracture of shaft of unspecified tibia, initial encounter for closed fracture",,,Orthopedics
"S82233B Displaced oblique fracture of shaft of unspecified tibia, initial encounter for open fracture type
I or II",,,Orthopedics
"S82233C Displaced oblique fracture of shaft of unspecified tibia, initial encounter for open fracture type
IIIA, IIIB, or IIIC",,,Orthopedics
"S82233D Displaced oblique fracture of shaft of unspecified tibia, subsequent encounter for closed
fracture with routine healing",,,Orthopedics
"S82233E Displaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open fracture
type I or II with routine healing",,,Orthopedics
"S82233F Displaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open fracture
type IIIA, IIIB, or IIIC with routine healing",,,Orthopedics
"S82233G Displaced oblique fracture of shaft of unspecified tibia, subsequent encounter for closed
fracture with delayed healing",,,Orthopedics
"S82233H Displaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open
fracture type I or II with delayed healing",,,Orthopedics
