Diagnosis,Symptoms,MEDICATION,Specialty
"S21039A Puncture wound without foreign body of unspecified breast, initial encounter",,,Gynecology
"S21039D Puncture wound without foreign body of unspecified breast, subsequent encounter",,,Gynecology
"S21039S Puncture wound without foreign body of unspecified breast, sequela",,,Gynecology
"S21041A Puncture wound with foreign body of right breast, initial encounter",,,Gynecology
"S21041D Puncture wound with foreign body of right breast, subsequent encounter",,,Gynecology
"S21041S Puncture wound with foreign body of right breast, sequela",,,Gynecology
"S21042A Puncture wound with foreign body of left breast, initial encounter",,,Gynecology
"S21042D Puncture wound with foreign body of left breast, subsequent encounter",,,Gynecology
"S21042S Puncture wound with foreign body of left breast, sequela",,,Gynecology
"S21049A Puncture wound with foreign body of unspecified breast, initial encounter",,,Gynecology
"S21049D Puncture wound with foreign body of unspecified breast, subsequent encounter",,,Gynecology
"S21049S Puncture wound with foreign body of unspecified breast, sequela",,,Gynecology
"S21051A Open bite of right breast, initial encounter",,,Gynecology
"S21051D Open bite of right breast, subsequent encounter",,,Gynecology
"S21051S Open bite of right breast, sequela",,,Gynecology
"S21052A Open bite of left breast, initial encounter",,,Gynecology
"S21052D Open bite of left breast, subsequent encounter",,,Gynecology
"S21052S Open bite of left breast, sequela",,,Gynecology
"S21059A Open bite of unspecified breast, initial encounter",,,Gynecology
"S21059D Open bite of unspecified breast, subsequent encounter",,,Gynecology
"S21059S Open bite of unspecified breast, sequela",,,Gynecology
"S281XXA Traumatic amputation (partial) of part of thorax, except breast, initial encounter",,,Gynecology
"S281XXD Traumatic amputation (partial) of part of thorax, except breast, subsequent encounter",,,Gynecology
"S281XXS Traumatic amputation (partial) of part of thorax, except breast, sequela",,,Gynecology
"S28211A Complete traumatic amputation of right breast, initial encounter",,,Gynecology
"S28211D Complete traumatic amputation of right breast, subsequent encounter",,,Gynecology
"S28211S Complete traumatic amputation of right breast, sequela",,,Gynecology
"S28212A Complete traumatic amputation of left breast, initial encounter",,,Gynecology
"S28212D Complete traumatic amputation of left breast, subsequent encounter",,,Gynecology
"S28212S Complete traumatic amputation of left breast, sequela",,,Gynecology
"S28219A Complete traumatic amputation of unspecified breast, initial encounter",,,Gynecology
"S28219D Complete traumatic amputation of unspecified breast, subsequent encounter",,,Gynecology
"S28219S Complete traumatic amputation of unspecified breast, sequela",,,Gynecology
"S28221A Partial traumatic amputation of right breast, initial encounter",,,Gynecology
"S28221D Partial traumatic amputation of right breast, subsequent encounter",,,Gynecology
"S28221S Partial traumatic amputation of right breast, sequela",,,Gynecology
"S28222A Partial traumatic amputation of left breast, initial encounter",,,Gynecology
"S28222D Partial traumatic amputation of left breast, subsequent encounter",,,Gynecology
"S28222S Partial traumatic amputation of left breast, sequela",,,Gynecology
"S28229A Partial traumatic amputation of unspecified breast, initial encounter",,,Gynecology
"S28229D Partial traumatic amputation of unspecified breast, subsequent encounter",,,Gynecology
"S28229S Partial traumatic amputation of unspecified breast, sequela",,,Gynecology
"S32810A Multiple fractures of pelvis with stable disruption of pelvic ring, initial encounter for closed
fracture",,,Gynecology
"S32810B Multiple fractures of pelvis with stable disruption of pelvic ring, initial encounter for open
fracture",,,Gynecology
"S32810D Multiple fractures of pelvis with stable disruption of pelvic ring, subsequent encounter for
fracture with routine healing",,,Gynecology
"S32810G Multiple fractures of pelvis with stable disruption of pelvic ring, subsequent encounter for
fracture with delayed healing",,,Gynecology
"S32810K Multiple fractures of pelvis with stable disruption of pelvic ring, subsequent encounter for
fracture with nonunion",,,Gynecology
"S32810S Multiple fractures of pelvis with stable disruption of pelvic ring, sequela",,,Gynecology
"S32811A Multiple fractures of pelvis with unstable disruption of pelvic ring, initial encounter for closed
fracture",,,Gynecology
"S32811B Multiple fractures of pelvis with unstable disruption of pelvic ring, initial encounter for open
fracture",,,Gynecology
"S32811D Multiple fractures of pelvis with unstable disruption of pelvic ring, subsequent encounter for
fracture with routine healing",,,Gynecology
"S32811G Multiple fractures of pelvis with unstable disruption of pelvic ring, subsequent encounter for
fracture with delayed healing",,,Gynecology
"S32811K Multiple fractures of pelvis with unstable disruption of pelvic ring, subsequent encounter for
fracture with nonunion",,,Gynecology
"S32811S Multiple fractures of pelvis with unstable disruption of pelvic ring, sequela",,,Gynecology
"S3282XA Multiple fractures of pelvis without disruption of pelvic ring, initial encounter for closed
fracture",,,Gynecology
"S3282XB Multiple fractures of pelvis without disruption of pelvic ring, initial encounter for open fracture",,,Gynecology
"S3282XD Multiple fractures of pelvis without disruption of pelvic ring, subsequent encounter for
fracture with routine healing",,,Gynecology
"S3282XG Multiple fractures of pelvis without disruption of pelvic ring, subsequent encounter for
fracture with delayed healing",,,Gynecology
"S3282XK Multiple fractures of pelvis without disruption of pelvic ring, subsequent encounter for fracture
with nonunion",,,Gynecology
"S3282XS Multiple fractures of pelvis without disruption of pelvic ring, sequela",,,Gynecology
"S345XXA Injury of lumbar, sacral and pelvic sympathetic nerves, initial encounter",,,Gynecology
"S345XXD Injury of lumbar, sacral and pelvic sympathetic nerves, subsequent encounter",,,Gynecology
"S345XXS Injury of lumbar, sacral and pelvic sympathetic nerves, sequela",,,Gynecology
"S37401A Unspecified injury of ovary, unilateral, initial encounter",,,Gynecology
"S37401D Unspecified injury of ovary, unilateral, subsequent encounter",,,Gynecology
"S37401S Unspecified injury of ovary, unilateral, sequela",,,Gynecology
"S37402A Unspecified injury of ovary, bilateral, initial encounter",,,Gynecology
"S37402D Unspecified injury of ovary, bilateral, subsequent encounter",,,Gynecology
"S37402S Unspecified injury of ovary, bilateral, sequela",,,Gynecology
"S37409A Unspecified injury of ovary, unspecified, initial encounter",,,Gynecology
"S37409D Unspecified injury of ovary, unspecified, subsequent encounter",,,Gynecology
"S37409S Unspecified injury of ovary, unspecified, sequela",,,Gynecology
"S37421A Contusion of ovary, unilateral, initial encounter",,,Gynecology
"S37421D Contusion of ovary, unilateral, subsequent encounter",,,Gynecology
"S37421S Contusion of ovary, unilateral, sequela",,,Gynecology
"S37422A Contusion of ovary, bilateral, initial encounter",,,Gynecology
"S37422D Contusion of ovary, bilateral, subsequent encounter",,,Gynecology
"S37422S Contusion of ovary, bilateral, sequela",,,Gynecology
"S37429A Contusion of ovary, unspecified, initial encounter",,,Gynecology
"S37429D Contusion of ovary, unspecified, subsequent encounter",,,Gynecology
"S37429S Contusion of ovary, unspecified, sequela",,,Gynecology
"S37431A Laceration of ovary, unilateral, initial encounter",,,Gynecology
"S37431D Laceration of ovary, unilateral, subsequent encounter",,,Gynecology
"S37431S Laceration of ovary, unilateral, sequela",,,Gynecology
"S37432A Laceration of ovary, bilateral, initial encounter",,,Gynecology
"S37432D Laceration of ovary, bilateral, subsequent encounter",,,Gynecology
"S37432S Laceration of ovary, bilateral, sequela",,,Gynecology
"S37439A Laceration of ovary, unspecified, initial encounter",,,Gynecology
"S37439D Laceration of ovary, unspecified, subsequent encounter",,,Gynecology
"S37439S Laceration of ovary, unspecified, sequela",,,Gynecology
"S37491A Other injury of ovary, unilateral, initial encounter",,,Gynecology
"S37491D Other injury of ovary, unilateral, subsequent encounter",,,Gynecology
"S37491S Other injury of ovary, unilateral, sequela",,,Gynecology
"S37492A Other injury of ovary, bilateral, initial encounter",,,Gynecology
"S37492D Other injury of ovary, bilateral, subsequent encounter",,,Gynecology
"S37492S Other injury of ovary, bilateral, sequela",,,Gynecology
"S37499A Other injury of ovary, unspecified, initial encounter",,,Gynecology
"S37499D Other injury of ovary, unspecified, subsequent encounter",,,Gynecology
"S37499S Other injury of ovary, unspecified, sequela",,,Gynecology
"S3760XA Unspecified injury of uterus, initial encounter",,,Gynecology
"S3760XD Unspecified injury of uterus, subsequent encounter",,,Gynecology
"S3760XS Unspecified injury of uterus, sequela",,,Gynecology
"S3762XA Contusion of uterus, initial encounter",,,Gynecology
"S3762XD Contusion of uterus, subsequent encounter",,,Gynecology
"S3762XS Contusion of uterus, sequela",,,Gynecology
"S3763XA Laceration of uterus, initial encounter",,,Gynecology
"S3763XD Laceration of uterus, subsequent encounter",,,Gynecology
"S3763XS Laceration of uterus, sequela",,,Gynecology
"S3769XA Other injury of uterus, initial encounter",,,Gynecology
"S3769XD Other injury of uterus, subsequent encounter",,,Gynecology
"S3769XS Other injury of uterus, sequela",,,Gynecology
"S37892A Contusion of other urinary and pelvic organ, initial encounter",,,Gynecology
"S37892D Contusion of other urinary and pelvic organ, subsequent encounter",,,Gynecology
"S37892S Contusion of other urinary and pelvic organ, sequela",,,Gynecology
"S37893A Laceration of other urinary and pelvic organ, initial encounter",,,Gynecology
"S37893D Laceration of other urinary and pelvic organ, subsequent encounter",,,Gynecology
"S37893S Laceration of other urinary and pelvic organ, sequela",,,Gynecology
"S37898A Other injury of other urinary and pelvic organ, initial encounter",,,Gynecology
"S37898D Other injury of other urinary and pelvic organ, subsequent encounter",,,Gynecology
"S37898S Other injury of other urinary and pelvic organ, sequela",,,Gynecology
"S37899A Unspecified injury of other urinary and pelvic organ, initial encounter",,,Gynecology
"S37899D Unspecified injury of other urinary and pelvic organ, subsequent encounter",,,Gynecology
"S37899S Unspecified injury of other urinary and pelvic organ, sequela",,,Gynecology
"S3790XA Unspecified injury of unspecified urinary and pelvic organ, initial encounter",,,Gynecology
"S3790XD Unspecified injury of unspecified urinary and pelvic organ, subsequent encounter",,,Gynecology
"S3790XS Unspecified injury of unspecified urinary and pelvic organ, sequela",,,Gynecology
"S3792XA Contusion of unspecified urinary and pelvic organ, initial encounter",,,Gynecology
"S3792XD Contusion of unspecified urinary and pelvic organ, subsequent encounter",,,Gynecology
"S3792XS Contusion of unspecified urinary and pelvic organ, sequela",,,Gynecology
"S3793XA Laceration of unspecified urinary and pelvic organ, initial encounter",,,Gynecology
"S3793XD Laceration of unspecified urinary and pelvic organ, subsequent encounter",,,Gynecology
"S3793XS Laceration of unspecified urinary and pelvic organ, sequela",,,Gynecology
"S3799XA Other injury of unspecified urinary and pelvic organ, initial encounter",,,Gynecology
"S3799XD Other injury of unspecified urinary and pelvic organ, subsequent encounter",,,Gynecology
"S3799XS Other injury of unspecified urinary and pelvic organ, sequela",,,Gynecology
"T193XXA Foreign body in uterus, initial encounter",,,Gynecology
"T193XXD Foreign body in uterus, subsequent encounter",,,Gynecology
"T193XXS Foreign body in uterus, sequela",,,Gynecology
"T8541XA Breakdown (mechanical) of breast prosthesis and implant, initial encounter",,,Gynecology
"T8541XD Breakdown (mechanical) of breast prosthesis and implant, subsequent encounter",,,Gynecology
"T8541XS Breakdown (mechanical) of breast prosthesis and implant, sequela",,,Gynecology
"T8542XA Displacement of breast prosthesis and implant, initial encounter",,,Gynecology
"T8542XD Displacement of breast prosthesis and implant, subsequent encounter",,,Gynecology
"T8542XS Displacement of breast prosthesis and implant, sequela",,,Gynecology
"T8543XA Leakage of breast prosthesis and implant, initial encounter",,,Gynecology
"T8543XD Leakage of breast prosthesis and implant, subsequent encounter",,,Gynecology
"T8543XS Leakage of breast prosthesis and implant, sequela",,,Gynecology
"T8544XA Capsular contracture of breast implant, initial encounter",,,Gynecology
"T8544XD Capsular contracture of breast implant, subsequent encounter",,,Gynecology
"T8544XS Capsular contracture of breast implant, sequela",,,Gynecology
"T8549XA Other mechanical complication of breast prosthesis and implant, initial encounter",,,Gynecology
"T8549XD Other mechanical complication of breast prosthesis and implant, subsequent encounter",,,Gynecology
"T8549XS Other mechanical complication of breast prosthesis and implant, sequela",,,Gynecology
Z1231   Encounter for screening mammogram for malignant neoplasm of breast,,,Gynecology
Z1239   Encounter for other screening for malignant neoplasm of breast,,,Gynecology
Z124    Encounter for screening for malignant neoplasm of cervix,,,Gynecology
Z1273   Encounter for screening for malignant neoplasm of ovary,,,Gynecology
Z1501   Genetic susceptibility to malignant neoplasm of breast,,,Gynecology
Z1502   Genetic susceptibility to malignant neoplasm of ovary,,,Gynecology
Z3002   Counseling and instruction in natural family planning to avoid pregnancy,,,Gynecology
Z31441  Encounter for testing of male partner of patient with recurrent pregnancy loss,,,Gynecology
"Z3200   Encounter for pregnancy test, result unknown",,,Gynecology
"Z3201   Encounter for pregnancy test, result positive",,,Gynecology
"Z3202   Encounter for pregnancy test, result negative",,,Gynecology
Z332    Encounter for elective termination of pregnancy,,,Gynecology
"Z3400   Encounter for supervision of normal first pregnancy, unspecified trimester",,,Gynecology
"Z3401   Encounter for supervision of normal first pregnancy, first trimester",,,Gynecology
"Z3402   Encounter for supervision of normal first pregnancy, second trimester",,,Gynecology
"Z3403   Encounter for supervision of normal first pregnancy, third trimester",,,Gynecology
"Z3480   Encounter for supervision of other normal pregnancy, unspecified trimester",,,Gynecology
"Z3481   Encounter for supervision of other normal pregnancy, first trimester",,,Gynecology
"Z3482   Encounter for supervision of other normal pregnancy, second trimester",,,Gynecology
"Z3483   Encounter for supervision of other normal pregnancy, third trimester",,,Gynecology
"Z3490   Encounter for supervision of normal pregnancy, unspecified, unspecified trimester",,,Gynecology
"Z3491   Encounter for supervision of normal pregnancy, unspecified, first trimester",,,Gynecology
"Z3492   Encounter for supervision of normal pregnancy, unspecified, second trimester",,,Gynecology
"Z3493   Encounter for supervision of normal pregnancy, unspecified, third trimester",,,Gynecology
Z3A00   Weeks of gestation of pregnancy not specified,,,Gynecology
Z3A01   Less than 8 weeks gestation of pregnancy,,,Gynecology
Z3A08   8 weeks gestation of pregnancy,,,Gynecology
Z3A09   9 weeks gestation of pregnancy,,,Gynecology
Z3A10   10 weeks gestation of pregnancy,,,Gynecology
Z3A11   11 weeks gestation of pregnancy,,,Gynecology
Z3A12   12 weeks gestation of pregnancy,,,Gynecology
Z3A13   13 weeks gestation of pregnancy,,,Gynecology
Z3A14   14 weeks gestation of pregnancy,,,Gynecology
Z3A15   15 weeks gestation of pregnancy,,,Gynecology
Z3A16   16 weeks gestation of pregnancy,,,Gynecology
Z3A17   17 weeks gestation of pregnancy,,,Gynecology
Z3A18   18 weeks gestation of pregnancy,,,Gynecology
Z3A19   19 weeks gestation of pregnancy,,,Gynecology
Z3A20   20 weeks gestation of pregnancy,,,Gynecology
Z3A21   21 weeks gestation of pregnancy,,,Gynecology
Z3A22   22 weeks gestation of pregnancy,,,Gynecology
Z3A23   23 weeks gestation of pregnancy,,,Gynecology
Z3A24   24 weeks gestation of pregnancy,,,Gynecology
Z3A25   25 weeks gestation of pregnancy,,,Gynecology
Z3A26   26 weeks gestation of pregnancy,,,Gynecology
Z3A27   27 weeks gestation of pregnancy,,,Gynecology
Z3A28   28 weeks gestation of pregnancy,,,Gynecology
Z3A29   29 weeks gestation of pregnancy,,,Gynecology
Z3A30   30 weeks gestation of pregnancy,,,Gynecology
Z3A31   31 weeks gestation of pregnancy,,,Gynecology
Z3A32   32 weeks gestation of pregnancy,,,Gynecology
Z3A33   33 weeks gestation of pregnancy,,,Gynecology
Z3A34   34 weeks gestation of pregnancy,,,Gynecology
Z3A35   35 weeks gestation of pregnancy,,,Gynecology
Z3A36   36 weeks gestation of pregnancy,,,Gynecology
Z3A37   37 weeks gestation of pregnancy,,,Gynecology
Z3A38   38 weeks gestation of pregnancy,,,Gynecology
Z3A39   39 weeks gestation of pregnancy,,,Gynecology
Z3A40   40 weeks gestation of pregnancy,,,Gynecology
Z3A41   41 weeks gestation of pregnancy,,,Gynecology
Z3A42   42 weeks gestation of pregnancy,,,Gynecology
Z3A49   Greater than 42 weeks gestation of pregnancy,,,Gynecology
Z4001   Encounter for prophylactic removal of breast,,,Gynecology
Z4002   Encounter for prophylactic removal of ovary,,,Gynecology
Z421    Encounter for breast reconstruction following mastectomy,,,Gynecology
"Z4430   Encounter for fitting and adjustment of external breast prosthesis, unspecified breast",,,Gynecology
Z4431   Encounter for fitting and adjustment of external right breast prosthesis,,,Gynecology
Z4432   Encounter for fitting and adjustment of external left breast prosthesis,,,Gynecology
Z45811  Encounter for adjustment or removal of right breast implant,,,Gynecology
Z45812  Encounter for adjustment or removal of left breast implant,,,Gynecology
Z45819  Encounter for adjustment or removal of unspecified breast implant,,,Gynecology
Z640    Problems related to unwanted pregnancy,,,Gynecology
Z803    Family history of malignant neoplasm of breast,,,Gynecology
Z8041   Family history of malignant neoplasm of ovary,,,Gynecology
Z853    Personal history of malignant neoplasm of breast,,,Gynecology
Z8541   Personal history of malignant neoplasm of cervix uteri,,,Gynecology
Z8542   Personal history of malignant neoplasm of other parts of uterus,,,Gynecology
Z8543   Personal history of malignant neoplasm of ovary,,,Gynecology
Z86000  Personal history of in-situ neoplasm of breast,,,Gynecology
Z86001  Personal history of in-situ neoplasm of cervix uteri,,,Gynecology
"Z8759   Personal history of other complications of pregnancy, childbirth and the puerperium",,,Gynecology
Z9010   Acquired absence of unspecified breast and nipple,,,Gynecology
Z9011   Acquired absence of right breast and nipple,,,Gynecology
Z9012   Acquired absence of left breast and nipple,,,Gynecology
Z90710  Acquired absence of both cervix and uterus,,,Gynecology
Z90711  Acquired absence of uterus with remaining cervical stump,,,Gynecology
Z90712  Acquired absence of cervix with remaining uterus,,,Gynecology
Z9882   Breast implant status,,,Gynecology
Z9886   Personal history of breast implant removal,,,Gynecology
Z98870  Personal history of in utero procedure during pregnancy,,,Gynecology
